pokemon_name,pokemon_type,damage_to,to_type
chandelure,ghost,2,psychic
chansey,normal,0,ghost
chansey,normal,1,rock
chansey,normal,1,steel
charizard,fire,2,bug
charizard,fire,1,dragon
charizard,fire,1,fire
charizard,fire,2,grass
charizard,fire,2,ice
charizard,fire,1,rock
charizard,fire,2,steel
charizard,fire,1,water
charizard,flying,2,bug
charizard,flying,1,electric
charizard,flying,2,fighting
charizard,flying,2,grass
charizard,flying,1,rock
charizard,flying,1,steel
charizard-mega-x,dragon,2,dragon
charizard-mega-x,dragon,0,fairy
charizard-mega-x,dragon,1,steel
charizard-mega-x,fire,2,bug
charizard-mega-x,fire,1,dragon
charizard-mega-x,fire,1,fire
charizard-mega-x,fire,2,grass
charizard-mega-x,fire,2,ice
charizard-mega-x,fire,1,rock
charizard-mega-x,fire,2,steel
charizard-mega-x,fire,1,water
charizard-mega-y,fire,2,bug
charizard-mega-y,fire,1,dragon
charizard-mega-y,fire,1,fire
charizard-mega-y,fire,2,grass
charizard-mega-y,fire,2,ice
charizard-mega-y,fire,1,rock
charizard-mega-y,fire,2,steel
charizard-mega-y,fire,1,water
charizard-mega-y,flying,2,bug
charizard-mega-y,flying,1,electric
charizard-mega-y,flying,2,fighting
charizard-mega-y,flying,2,grass
charizard-mega-y,flying,1,rock
charizard-mega-y,flying,1,steel
charmander,fire,2,bug
charmander,fire,1,dragon
charmander,fire,1,fire
charmander,fire,2,grass
charmander,fire,2,ice
charmander,fire,1,rock
charmander,fire,2,steel
charmander,fire,1,water
charmeleon,fire,2,bug
charmeleon,fire,1,dragon
charmeleon,fire,1,fire
charmeleon,fire,2,grass
charmeleon,fire,2,ice
charmeleon,fire,1,rock
charmeleon,fire,2,steel
charmeleon,fire,1,water
chatot,flying,2,bug
chatot,flying,1,electric
chatot,flying,2,fighting
chatot,flying,2,grass
chatot,flying,1,rock
chatot,flying,1,steel
chatot,normal,0,ghost
chatot,normal,1,rock
chatot,normal,1,steel
cherrim,grass,1,bug
cherrim,grass,1,dragon
cherrim,grass,1,fire
cherrim,grass,1,flying
cherrim,grass,1,grass
cherrim,grass,2,ground
cherrim,grass,1,poison
cherrim,grass,2,rock
cherrim,grass,1,steel
cherrim,grass,2,water
cherubi,grass,1,bug
cherubi,grass,1,dragon
cherubi,grass,1,fire
cherubi,grass,1,flying
cherubi,grass,1,grass
cherubi,grass,2,ground
cherubi,grass,1,poison
cherubi,grass,2,rock
cherubi,grass,1,steel
cherubi,grass,2,water
chesnaught,fighting,1,bug
chesnaught,fighting,2,dark
chesnaught,fighting,1,fairy
chesnaught,fighting,1,flying
chesnaught,fighting,0,ghost
chesnaught,fighting,2,ice
chesnaught,fighting,2,normal
chesnaught,fighting,1,poison
chesnaught,fighting,1,psychic
chesnaught,fighting,2,rock
chesnaught,fighting,2,steel
chesnaught,grass,1,bug
chesnaught,grass,1,dragon
chesnaught,grass,1,fire
chesnaught,grass,1,flying
chesnaught,grass,1,grass
chesnaught,grass,2,ground
chesnaught,grass,1,poison
chesnaught,grass,2,rock
chesnaught,grass,1,steel
chesnaught,grass,2,water
chespin,grass,1,bug
chespin,grass,1,dragon
chespin,grass,1,fire
chespin,grass,1,flying
chespin,grass,1,grass
chespin,grass,2,ground
chespin,grass,1,poison
chespin,grass,2,rock
chespin,grass,1,steel
chespin,grass,2,water
chikorita,grass,1,bug
chikorita,grass,1,dragon
chikorita,grass,1,fire
chikorita,grass,1,flying
chikorita,grass,1,grass
chikorita,grass,2,ground
chikorita,grass,1,poison
chikorita,grass,2,rock
chikorita,grass,1,steel
chikorita,grass,2,water
chimchar,fire,2,bug
chimchar,fire,1,dragon
chimchar,fire,1,fire
chimchar,fire,2,grass
chimchar,fire,2,ice
chimchar,fire,1,rock
chimchar,fire,2,steel
chimchar,fire,1,water
chimecho,psychic,0,dark
chimecho,psychic,2,fighting
chimecho,psychic,2,poison
chimecho,psychic,1,psychic
chimecho,psychic,1,steel
chinchou,electric,1,dragon
chinchou,electric,1,electric
chinchou,electric,2,flying
chinchou,electric,1,grass
chinchou,electric,0,ground
chinchou,electric,2,water
chinchou,water,1,dragon
chinchou,water,2,fire
chinchou,water,1,grass
chinchou,water,2,ground
chinchou,water,2,rock
chinchou,water,1,water
chingling,psychic,0,dark
chingling,psychic,2,fighting
chingling,psychic,2,poison
chingling,psychic,1,psychic
chingling,psychic,1,steel
cinccino,normal,0,ghost
cinccino,normal,1,rock
cinccino,normal,1,steel
clamperl,water,1,dragon
clamperl,water,2,fire
clamperl,water,1,grass
clamperl,water,2,ground
clamperl,water,2,rock
clamperl,water,1,water
clauncher,water,1,dragon
clauncher,water,2,fire
clauncher,water,1,grass
clauncher,water,2,ground
clauncher,water,2,rock
clauncher,water,1,water
clawitzer,water,1,dragon
clawitzer,water,2,fire
clawitzer,water,1,grass
clawitzer,water,2,ground
clawitzer,water,2,rock
clawitzer,water,1,water
claydol,ground,1,bug
claydol,ground,2,electric
claydol,ground,2,fire
claydol,ground,0,flying
claydol,ground,1,grass
claydol,ground,2,poison
claydol,ground,2,rock
claydol,ground,2,steel
claydol,psychic,0,dark
claydol,psychic,2,fighting
claydol,psychic,2,poison
claydol,psychic,1,psychic
claydol,psychic,1,steel
clefable,fairy,2,dark
clefable,fairy,2,dragon
clefable,fairy,2,fighting
clefable,fairy,1,fire
clefable,fairy,1,poison
clefable,fairy,1,steel
clefairy,fairy,2,dark
clefairy,fairy,2,dragon
clefairy,fairy,2,fighting
clefairy,fairy,1,fire
clefairy,fairy,1,poison
clefairy,fairy,1,steel
cleffa,fairy,2,dark
cleffa,fairy,2,dragon
cleffa,fairy,2,fighting
cleffa,fairy,1,fire
cleffa,fairy,1,poison
cleffa,fairy,1,steel
cloyster,ice,2,dragon
cloyster,ice,1,fire
cloyster,ice,2,flying
cloyster,ice,2,grass
cloyster,ice,2,ground
cloyster,ice,1,ice
cloyster,ice,1,steel
cloyster,ice,1,water
cloyster,water,1,dragon
cloyster,water,2,fire
cloyster,water,1,grass
cloyster,water,2,ground
cloyster,water,2,rock
cloyster,water,1,water
cobalion,fighting,1,bug
cobalion,fighting,2,dark
cobalion,fighting,1,fairy
cobalion,fighting,1,flying
cobalion,fighting,0,ghost
cobalion,fighting,2,ice
cobalion,fighting,2,normal
cobalion,fighting,1,poison
cobalion,fighting,1,psychic
cobalion,fighting,2,rock
cobalion,fighting,2,steel
cobalion,steel,1,electric
cobalion,steel,2,fairy
cobalion,steel,1,fire
cobalion,steel,2,ice
cobalion,steel,2,rock
cobalion,steel,1,steel
cobalion,steel,1,water
cofagrigus,ghost,1,dark
cofagrigus,ghost,2,ghost
cofagrigus,ghost,0,normal
cofagrigus,ghost,2,psychic
combee,bug,2,dark
combee,bug,1,fairy
combee,bug,1,fighting
combee,bug,1,fire
combee,bug,1,flying
combee,bug,1,ghost
combee,bug,2,grass
combee,bug,1,poison
combee,bug,2,psychic
combee,bug,1,steel
combee,flying,2,bug
combee,flying,1,electric
combee,flying,2,fighting
combee,flying,2,grass
combee,flying,1,rock
combee,flying,1,steel
combusken,fighting,1,bug
combusken,fighting,2,dark
combusken,fighting,1,fairy
combusken,fighting,1,flying
combusken,fighting,0,ghost
combusken,fighting,2,ice
combusken,fighting,2,normal
combusken,fighting,1,poison
combusken,fighting,1,psychic
combusken,fighting,2,rock
combusken,fighting,2,steel
combusken,fire,2,bug
combusken,fire,1,dragon
combusken,fire,1,fire
combusken,fire,2,grass
combusken,fire,2,ice
combusken,fire,1,rock
combusken,fire,2,steel
combusken,fire,1,water
conkeldurr,fighting,1,bug
conkeldurr,fighting,2,dark
conkeldurr,fighting,1,fairy
conkeldurr,fighting,1,flying
conkeldurr,fighting,0,ghost
conkeldurr,fighting,2,ice
conkeldurr,fighting,2,normal
conkeldurr,fighting,1,poison
conkeldurr,fighting,1,psychic
conkeldurr,fighting,2,rock
conkeldurr,fighting,2,steel
corphish,water,1,dragon
corphish,water,2,fire
corphish,water,1,grass
corphish,water,2,ground
corphish,water,2,rock
corphish,water,1,water
corsola,rock,2,bug
corsola,rock,1,fighting
corsola,rock,2,fire
corsola,rock,2,flying
corsola,rock,1,ground
corsola,rock,2,ice
corsola,rock,1,steel
corsola,water,1,dragon
corsola,water,2,fire
corsola,water,1,grass
corsola,water,2,ground
corsola,water,2,rock
corsola,water,1,water
cottonee,fairy,2,dark
cottonee,fairy,2,dragon
cottonee,fairy,2,fighting
cottonee,fairy,1,fire
cottonee,fairy,1,poison
cottonee,fairy,1,steel
cottonee,grass,1,bug
cottonee,grass,1,dragon
cottonee,grass,1,fire
cottonee,grass,1,flying
cottonee,grass,1,grass
cottonee,grass,2,ground
cottonee,grass,1,poison
cottonee,grass,2,rock
cottonee,grass,1,steel
cottonee,grass,2,water
cradily,grass,1,bug
cradily,grass,1,dragon
cradily,grass,1,fire
cradily,grass,1,flying
cradily,grass,1,grass
cradily,grass,2,ground
cradily,grass,1,poison
cradily,grass,2,rock
cradily,grass,1,steel
cradily,grass,2,water
cradily,rock,2,bug
cradily,rock,1,fighting
cradily,rock,2,fire
cradily,rock,2,flying
cradily,rock,1,ground
cradily,rock,2,ice
cradily,rock,1,steel
cranidos,rock,2,bug
cranidos,rock,1,fighting
cranidos,rock,2,fire
cranidos,rock,2,flying
cranidos,rock,1,ground
cranidos,rock,2,ice
cranidos,rock,1,steel
crawdaunt,dark,1,dark
crawdaunt,dark,1,fairy
crawdaunt,dark,1,fighting
crawdaunt,dark,2,ghost
crawdaunt,dark,2,psychic
crawdaunt,water,1,dragon
crawdaunt,water,2,fire
crawdaunt,water,1,grass
crawdaunt,water,2,ground
crawdaunt,water,2,rock
crawdaunt,water,1,water
cresselia,psychic,0,dark
cresselia,psychic,2,fighting
cresselia,psychic,2,poison
cresselia,psychic,1,psychic
cresselia,psychic,1,steel
croagunk,fighting,1,bug
croagunk,fighting,2,dark
croagunk,fighting,1,fairy
croagunk,fighting,1,flying
croagunk,fighting,0,ghost
croagunk,fighting,2,ice
croagunk,fighting,2,normal
croagunk,fighting,1,poison
croagunk,fighting,1,psychic
croagunk,fighting,2,rock
croagunk,fighting,2,steel
croagunk,poison,2,fairy
croagunk,poison,1,ghost
croagunk,poison,2,grass
croagunk,poison,1,ground
croagunk,poison,1,poison
croagunk,poison,1,rock
croagunk,poison,0,steel
crobat,flying,2,bug
crobat,flying,1,electric
crobat,flying,2,fighting
crobat,flying,2,grass
crobat,flying,1,rock
crobat,flying,1,steel
crobat,poison,2,fairy
crobat,poison,1,ghost
crobat,poison,2,grass
crobat,poison,1,ground
crobat,poison,1,poison
crobat,poison,1,rock
crobat,poison,0,steel
croconaw,water,1,dragon
croconaw,water,2,fire
croconaw,water,1,grass
croconaw,water,2,ground
croconaw,water,2,rock
croconaw,water,1,water
crustle,bug,2,dark
crustle,bug,1,fairy
crustle,bug,1,fighting
crustle,bug,1,fire
crustle,bug,1,flying
crustle,bug,1,ghost
crustle,bug,2,grass
crustle,bug,1,poison
crustle,bug,2,psychic
crustle,bug,1,steel
crustle,rock,2,bug
crustle,rock,1,fighting
crustle,rock,2,fire
crustle,rock,2,flying
crustle,rock,1,ground
crustle,rock,2,ice
crustle,rock,1,steel
cryogonal,ice,2,dragon
cryogonal,ice,1,fire
cryogonal,ice,2,flying
cryogonal,ice,2,grass
cryogonal,ice,2,ground
cryogonal,ice,1,ice
cryogonal,ice,1,steel
cryogonal,ice,1,water
cubchoo,ice,2,dragon
cubchoo,ice,1,fire
cubchoo,ice,2,flying
cubchoo,ice,2,grass
cubchoo,ice,2,ground
cubchoo,ice,1,ice
cubchoo,ice,1,steel
cubchoo,ice,1,water
cubone,ground,1,bug
cubone,ground,2,electric
cubone,ground,2,fire
cubone,ground,0,flying
cubone,ground,1,grass
cubone,ground,2,poison
cubone,ground,2,rock
cubone,ground,2,steel
cyndaquil,fire,2,bug
cyndaquil,fire,1,dragon
cyndaquil,fire,1,fire
cyndaquil,fire,2,grass
cyndaquil,fire,2,ice
cyndaquil,fire,1,rock
cyndaquil,fire,2,steel
cyndaquil,fire,1,water
darkrai,dark,1,dark
darkrai,dark,1,fairy
darkrai,dark,1,fighting
darkrai,dark,2,ghost
darkrai,dark,2,psychic
darmanitan-standard,fire,2,bug
darmanitan-standard,fire,1,dragon
darmanitan-standard,fire,1,fire
darmanitan-standard,fire,2,grass
darmanitan-standard,fire,2,ice
darmanitan-standard,fire,1,rock
darmanitan-standard,fire,2,steel
darmanitan-standard,fire,1,water
darmanitan-zen,fire,2,bug
darmanitan-zen,fire,1,dragon
darmanitan-zen,fire,1,fire
darmanitan-zen,fire,2,grass
darmanitan-zen,fire,2,ice
darmanitan-zen,fire,1,rock
darmanitan-zen,fire,2,steel
darmanitan-zen,fire,1,water
darmanitan-zen,psychic,0,dark
darmanitan-zen,psychic,2,fighting
darmanitan-zen,psychic,2,poison
darmanitan-zen,psychic,1,psychic
darmanitan-zen,psychic,1,steel
darumaka,fire,2,bug
darumaka,fire,1,dragon
darumaka,fire,1,fire
darumaka,fire,2,grass
darumaka,fire,2,ice
darumaka,fire,1,rock
darumaka,fire,2,steel
darumaka,fire,1,water
dedenne,electric,1,dragon
dedenne,electric,1,electric
dedenne,electric,2,flying
dedenne,electric,1,grass
dedenne,electric,0,ground
dedenne,electric,2,water
dedenne,fairy,2,dark
dedenne,fairy,2,dragon
dedenne,fairy,2,fighting
dedenne,fairy,1,fire
dedenne,fairy,1,poison
dedenne,fairy,1,steel
deerling,grass,1,bug
deerling,grass,1,dragon
deerling,grass,1,fire
deerling,grass,1,flying
deerling,grass,1,grass
deerling,grass,2,ground
deerling,grass,1,poison
deerling,grass,2,rock
deerling,grass,1,steel
deerling,grass,2,water
deerling,normal,0,ghost
deerling,normal,1,rock
deerling,normal,1,steel
deino,dark,1,dark
deino,dark,1,fairy
deino,dark,1,fighting
deino,dark,2,ghost
deino,dark,2,psychic
deino,dragon,2,dragon
deino,dragon,0,fairy
deino,dragon,1,steel
delcatty,normal,0,ghost
delcatty,normal,1,rock
delcatty,normal,1,steel
delibird,flying,2,bug
delibird,flying,1,electric
delibird,flying,2,fighting
delibird,flying,2,grass
delibird,flying,1,rock
delibird,flying,1,steel
delibird,ice,2,dragon
delibird,ice,1,fire
delibird,ice,2,flying
delibird,ice,2,grass
delibird,ice,2,ground
delibird,ice,1,ice
delibird,ice,1,steel
delibird,ice,1,water
delphox,fire,2,bug
delphox,fire,1,dragon
delphox,fire,1,fire
delphox,fire,2,grass
delphox,fire,2,ice
delphox,fire,1,rock
delphox,fire,2,steel
delphox,fire,1,water
delphox,psychic,0,dark
delphox,psychic,2,fighting
delphox,psychic,2,poison
delphox,psychic,1,psychic
delphox,psychic,1,steel
deoxys-attack,psychic,0,dark
deoxys-attack,psychic,2,fighting
deoxys-attack,psychic,2,poison
deoxys-attack,psychic,1,psychic
deoxys-attack,psychic,1,steel
deoxys-defense,psychic,0,dark
deoxys-defense,psychic,2,fighting
deoxys-defense,psychic,2,poison
deoxys-defense,psychic,1,psychic
deoxys-defense,psychic,1,steel
deoxys-normal,psychic,0,dark
deoxys-normal,psychic,2,fighting
deoxys-normal,psychic,2,poison
deoxys-normal,psychic,1,psychic
deoxys-normal,psychic,1,steel
deoxys-speed,psychic,0,dark
deoxys-speed,psychic,2,fighting
deoxys-speed,psychic,2,poison
deoxys-speed,psychic,1,psychic
deoxys-speed,psychic,1,steel
dewgong,ice,2,dragon
dewgong,ice,1,fire
dewgong,ice,2,flying
dewgong,ice,2,grass
dewgong,ice,2,ground
dewgong,ice,1,ice
dewgong,ice,1,steel
dewgong,ice,1,water
dewgong,water,1,dragon
dewgong,water,2,fire
dewgong,water,1,grass
dewgong,water,2,ground
dewgong,water,2,rock
dewgong,water,1,water
dewott,water,1,dragon
dewott,water,2,fire
dewott,water,1,grass
dewott,water,2,ground
dewott,water,2,rock
dewott,water,1,water
dialga,dragon,2,dragon
dialga,dragon,0,fairy
dialga,dragon,1,steel
dialga,steel,1,electric
dialga,steel,2,fairy
dialga,steel,1,fire
dialga,steel,2,ice
dialga,steel,2,rock
dialga,steel,1,steel
dialga,steel,1,water
diancie,fairy,2,dark
diancie,fairy,2,dragon
diancie,fairy,2,fighting
diancie,fairy,1,fire
diancie,fairy,1,poison
diancie,fairy,1,steel
diancie,rock,2,bug
diancie,rock,1,fighting
diancie,rock,2,fire
diancie,rock,2,flying
diancie,rock,1,ground
diancie,rock,2,ice
diancie,rock,1,steel
diancie-mega,fairy,2,dark
diancie-mega,fairy,2,dragon
diancie-mega,fairy,2,fighting
diancie-mega,fairy,1,fire
diancie-mega,fairy,1,poison
diancie-mega,fairy,1,steel
diancie-mega,rock,2,bug
diancie-mega,rock,1,fighting
diancie-mega,rock,2,fire
diancie-mega,rock,2,flying
diancie-mega,rock,1,ground
diancie-mega,rock,2,ice
diancie-mega,rock,1,steel
diggersby,ground,1,bug
diggersby,ground,2,electric
diggersby,ground,2,fire
diggersby,ground,0,flying
diggersby,ground,1,grass
diggersby,ground,2,poison
diggersby,ground,2,rock
diggersby,ground,2,steel
diggersby,normal,0,ghost
diggersby,normal,1,rock
diggersby,normal,1,steel
diglett,ground,1,bug
diglett,ground,2,electric
diglett,ground,2,fire
diglett,ground,0,flying
diglett,ground,1,grass
diglett,ground,2,poison
diglett,ground,2,rock
diglett,ground,2,steel
diglett-alola,ground,1,bug
diglett-alola,ground,2,electric
diglett-alola,ground,2,fire
diglett-alola,ground,0,flying
diglett-alola,ground,1,grass
diglett-alola,ground,2,poison
diglett-alola,ground,2,rock
diglett-alola,ground,2,steel
diglett-alola,steel,1,electric
diglett-alola,steel,2,fairy
diglett-alola,steel,1,fire
diglett-alola,steel,2,ice
diglett-alola,steel,2,rock
diglett-alola,steel,1,steel
diglett-alola,steel,1,water
ditto,normal,0,ghost
ditto,normal,1,rock
ditto,normal,1,steel
dodrio,flying,2,bug
dodrio,flying,1,electric
dodrio,flying,2,fighting
dodrio,flying,2,grass
dodrio,flying,1,rock
dodrio,flying,1,steel
dodrio,normal,0,ghost
dodrio,normal,1,rock
dodrio,normal,1,steel
doduo,flying,2,bug
doduo,flying,1,electric
doduo,flying,2,fighting
doduo,flying,2,grass
doduo,flying,1,rock
doduo,flying,1,steel
doduo,normal,0,ghost
doduo,normal,1,rock
doduo,normal,1,steel
donphan,ground,1,bug
donphan,ground,2,electric
donphan,ground,2,fire
donphan,ground,0,flying
donphan,ground,1,grass
donphan,ground,2,poison
donphan,ground,2,rock
donphan,ground,2,steel
doublade,ghost,1,dark
doublade,ghost,2,ghost
doublade,ghost,0,normal
doublade,ghost,2,psychic
doublade,steel,1,electric
doublade,steel,2,fairy
doublade,steel,1,fire
doublade,steel,2,ice
doublade,steel,2,rock
doublade,steel,1,steel
doublade,steel,1,water
dragalge,dragon,2,dragon
dragalge,dragon,0,fairy
dragalge,dragon,1,steel
dragalge,poison,2,fairy
dragalge,poison,1,ghost
dragalge,poison,2,grass
dragalge,poison,1,ground
dragalge,poison,1,poison
dragalge,poison,1,rock
dragalge,poison,0,steel
dragonair,dragon,2,dragon
dragonair,dragon,0,fairy
dragonair,dragon,1,steel
dragonite,dragon,2,dragon
dragonite,dragon,0,fairy
dragonite,dragon,1,steel
dragonite,flying,2,bug
dragonite,flying,1,electric
dragonite,flying,2,fighting
dragonite,flying,2,grass
dragonite,flying,1,rock
dragonite,flying,1,steel
drapion,dark,1,dark
drapion,dark,1,fairy
drapion,dark,1,fighting
drapion,dark,2,ghost
drapion,dark,2,psychic
drapion,poison,2,fairy
drapion,poison,1,ghost
drapion,poison,2,grass
drapion,poison,1,ground
drapion,poison,1,poison
drapion,poison,1,rock
drapion,poison,0,steel
dratini,dragon,2,dragon
dratini,dragon,0,fairy
dratini,dragon,1,steel
drifblim,flying,2,bug
drifblim,flying,1,electric
drifblim,flying,2,fighting
drifblim,flying,2,grass
drifblim,flying,1,rock
drifblim,flying,1,steel
drifblim,ghost,1,dark
drifblim,ghost,2,ghost
drifblim,ghost,0,normal
drifblim,ghost,2,psychic
drifloon,flying,2,bug
drifloon,flying,1,electric
drifloon,flying,2,fighting
drifloon,flying,2,grass
drifloon,flying,1,rock
drifloon,flying,1,steel
drifloon,ghost,1,dark
drifloon,ghost,2,ghost
drifloon,ghost,0,normal
drifloon,ghost,2,psychic
drilbur,ground,1,bug
drilbur,ground,2,electric
drilbur,ground,2,fire
drilbur,ground,0,flying
drilbur,ground,1,grass
drilbur,ground,2,poison
drilbur,ground,2,rock
drilbur,ground,2,steel
drowzee,psychic,0,dark
drowzee,psychic,2,fighting
drowzee,psychic,2,poison
drowzee,psychic,1,psychic
drowzee,psychic,1,steel
druddigon,dragon,2,dragon
druddigon,dragon,0,fairy
druddigon,dragon,1,steel
ducklett,flying,2,bug
ducklett,flying,1,electric
ducklett,flying,2,fighting
ducklett,flying,2,grass
ducklett,flying,1,rock
ducklett,flying,1,steel
ducklett,water,1,dragon
ducklett,water,2,fire
ducklett,water,1,grass
ducklett,water,2,ground
ducklett,water,2,rock
ducklett,water,1,water
dugtrio,ground,1,bug
dugtrio,ground,2,electric
dugtrio,ground,2,fire
dugtrio,ground,0,flying
dugtrio,ground,1,grass
dugtrio,ground,2,poison
dugtrio,ground,2,rock
dugtrio,ground,2,steel
dugtrio-alola,ground,1,bug
dugtrio-alola,ground,2,electric
dugtrio-alola,ground,2,fire
dugtrio-alola,ground,0,flying
dugtrio-alola,ground,1,grass
dugtrio-alola,ground,2,poison
dugtrio-alola,ground,2,rock
dugtrio-alola,ground,2,steel
dugtrio-alola,steel,1,electric
dugtrio-alola,steel,2,fairy
dugtrio-alola,steel,1,fire
dugtrio-alola,steel,2,ice
dugtrio-alola,steel,2,rock
dugtrio-alola,steel,1,steel
dugtrio-alola,steel,1,water
dunsparce,normal,0,ghost
dunsparce,normal,1,rock
dunsparce,normal,1,steel
duosion,psychic,0,dark
duosion,psychic,2,fighting
duosion,psychic,2,poison
duosion,psychic,1,psychic
duosion,psychic,1,steel
durant,bug,2,dark
durant,bug,1,fairy
durant,bug,1,fighting
durant,bug,1,fire
durant,bug,1,flying
durant,bug,1,ghost
durant,bug,2,grass
durant,bug,1,poison
durant,bug,2,psychic
durant,bug,1,steel
durant,steel,1,electric
durant,steel,2,fairy
durant,steel,1,fire
durant,steel,2,ice
durant,steel,2,rock
durant,steel,1,steel
durant,steel,1,water
dusclops,ghost,1,dark
dusclops,ghost,2,ghost
dusclops,ghost,0,normal
dusclops,ghost,2,psychic
dusknoir,ghost,1,dark
dusknoir,ghost,2,ghost
dusknoir,ghost,0,normal
dusknoir,ghost,2,psychic
duskull,ghost,1,dark
duskull,ghost,2,ghost
duskull,ghost,0,normal
duskull,ghost,2,psychic
dustox,bug,2,dark
dustox,bug,1,fairy
dustox,bug,1,fighting
dustox,bug,1,fire
dustox,bug,1,flying
dustox,bug,1,ghost
dustox,bug,2,grass
dustox,bug,1,poison
dustox,bug,2,psychic
dustox,bug,1,steel
dustox,poison,2,fairy
dustox,poison,1,ghost
dustox,poison,2,grass
dustox,poison,1,ground
